GEN_BLD_SUSPEND_YRS_1,GEN_BLD_SUSPEND_YRS_2,GEN_BLD_SUSPEND_YRS_3,SuspendGen
ISNE_nh_natural_gas_steam_turbine_1,1974,2023,0.0
ISNE_ri_natural_gas_steam_turbine_1,1974,2023,0.0
ISNE_ri_natural_gas_steam_turbine_1,1993,2023,0.0
MISC_ar_natural_gas_fired_combined_cycle_1,2007,2023,0.0
MISC_ia_natural_gas_fired_combined_cycle_1,2004,2023,0.0
MISC_il_natural_gas_fired_combined_cycle_1,2001,2023,0.0
MISC_il_natural_gas_fired_combined_cycle_1,2002,2023,0.0
MISC_in_natural_gas_fired_combined_cycle_1,2002,2023,0.0
MISC_in_natural_gas_fired_combined_cycle_1,2003,2023,0.0
MISC_in_natural_gas_fired_combined_cycle_1,2018,2023,0.0
MISC_mo_natural_gas_fired_combined_cycle_1,1999,2023,0.0
MISC_mo_natural_gas_fired_combined_cycle_1,2000,2023,0.0
MISC_mo_natural_gas_fired_combined_cycle_1,2001,2023,0.0
MISC_ok_natural_gas_fired_combined_cycle_1,2000,2023,0.0
MISC_ok_natural_gas_fired_combined_cycle_1,2011,2023,0.0
MISC_il_natural_gas_fired_combustion_turbine_1,1999,2023,0.0
MISC_il_natural_gas_fired_combustion_turbine_1,2000,2023,0.0
MISC_il_natural_gas_fired_combustion_turbine_1,2001,2023,0.0
MISC_il_natural_gas_fired_combustion_turbine_1,2002,2023,0.0
MISC_il_natural_gas_fired_combustion_turbine_1,2003,2023,0.0
MISC_il_natural_gas_fired_combustion_turbine_1,2005,2023,0.0
MISC_il_natural_gas_fired_combustion_turbine_1,2016,2023,0.0
MISC_il_natural_gas_fired_combustion_turbine_2,1988,2023,0.0
MISC_il_natural_gas_fired_combustion_turbine_2,2000,2023,0.0
MISC_il_natural_gas_fired_combustion_turbine_2,2002,2023,0.0
MISC_il_natural_gas_fired_combustion_turbine_2,2003,2023,0.0
MISC_il_natural_gas_fired_combustion_turbine_2,2012,2023,0.0
MISC_in_natural_gas_fired_combustion_turbine_1,1979,2023,0.0
MISC_in_natural_gas_fired_combustion_turbine_1,1991,2023,0.0
MISC_in_natural_gas_fired_combustion_turbine_1,2000,2023,0.0
MISC_in_natural_gas_fired_combustion_turbine_1,2001,2023,0.0
MISC_in_natural_gas_fired_combustion_turbine_1,2002,2023,0.0
MISC_in_natural_gas_fired_combustion_turbine_2,1993,2023,0.0
MISC_in_natural_gas_fired_combustion_turbine_2,1994,2023,0.0
MISC_in_natural_gas_fired_combustion_turbine_2,1995,2023,0.0
MISC_in_natural_gas_fired_combustion_turbine_2,1997,2023,0.0
MISC_in_natural_gas_fired_combustion_turbine_2,2000,2023,0.0
MISC_in_natural_gas_fired_combustion_turbine_2,2001,2023,0.0
MISC_in_natural_gas_fired_combustion_turbine_2,2002,2023,0.0
MISC_in_natural_gas_fired_combustion_turbine_2,2005,2023,0.0
MISC_in_natural_gas_fired_combustion_turbine_2,2017,2023,0.0
MISC_in_natural_gas_fired_combustion_turbine_2,2021,2023,0.0
MISC_in_natural_gas_fired_combustion_turbine_2,2022,2023,0.0
MISC_ky_natural_gas_fired_combustion_turbine_1,1976,2023,0.0
MISC_mo_natural_gas_fired_combustion_turbine_1,1986,2023,0.0
MISC_mo_natural_gas_fired_combustion_turbine_1,1999,2023,0.0
MISC_mo_natural_gas_fired_combustion_turbine_1,2000,2023,0.0
MISC_mo_natural_gas_fired_combustion_turbine_1,2001,2023,0.0
MISC_mo_natural_gas_fired_combustion_turbine_1,2002,2023,0.0
MISC_mo_natural_gas_fired_combustion_turbine_1,2003,2023,0.0
MISC_mo_natural_gas_fired_combustion_turbine_1,2007,2023,0.0
MISC_mo_natural_gas_fired_combustion_turbine_1,2015,2023,0.0
MISC_ia_natural_gas_internal_combustion_engine_1,1967,2023,0.0
MISC_ia_natural_gas_internal_combustion_engine_1,1971,2023,0.0
MISC_ia_natural_gas_internal_combustion_engine_1,1972,2023,0.0
MISC_ia_natural_gas_internal_combustion_engine_1,1973,2023,0.0
MISC_ia_natural_gas_internal_combustion_engine_1,1992,2023,0.0
MISC_ia_natural_gas_internal_combustion_engine_1,2001,2023,0.0
MISC_il_natural_gas_internal_combustion_engine_1,1965,2023,0.0
MISC_il_natural_gas_internal_combustion_engine_1,1967,2023,0.0
MISC_il_natural_gas_internal_combustion_engine_1,1971,2023,0.0
MISC_il_natural_gas_internal_combustion_engine_1,1974,2023,0.0
MISC_il_natural_gas_internal_combustion_engine_1,1976,2023,0.0
MISC_il_natural_gas_internal_combustion_engine_1,1991,2023,0.0
MISC_il_natural_gas_internal_combustion_engine_1,1993,2023,0.0
MISC_il_natural_gas_internal_combustion_engine_1,2017,2023,0.0
MISC_in_natural_gas_internal_combustion_engine_1,1994,2023,0.0
MISC_in_natural_gas_internal_combustion_engine_1,1999,2023,0.0
MISC_in_natural_gas_internal_combustion_engine_1,2006,2023,0.0
MISC_in_natural_gas_internal_combustion_engine_1,2011,2023,0.0
MISC_in_natural_gas_internal_combustion_engine_1,2013,2023,0.0
MISC_in_natural_gas_internal_combustion_engine_1,2020,2023,0.0
MISC_in_natural_gas_internal_combustion_engine_1,2022,2023,0.0
MISC_mo_natural_gas_internal_combustion_engine_1,1967,2023,0.0
MISC_mo_natural_gas_internal_combustion_engine_1,1969,2023,0.0
MISC_mo_natural_gas_internal_combustion_engine_1,1979,2023,0.0
MISC_mo_natural_gas_internal_combustion_engine_1,1982,2023,0.0
MISC_il_natural_gas_steam_turbine_1,1989,2023,0.0
MISC_il_natural_gas_steam_turbine_1,2004,2023,0.0
MISC_in_natural_gas_steam_turbine_1,1984,2023,0.0
MISC_in_natural_gas_steam_turbine_1,1995,2023,0.0
MISC_in_natural_gas_steam_turbine_1,1997,2023,0.0
MISC_in_natural_gas_steam_turbine_1,2009,2023,0.0
MISC_in_natural_gas_steam_turbine_1,2017,2023,0.0
MISC_in_natural_gas_steam_turbine_1,2020,2023,0.0
MISC_mo_natural_gas_steam_turbine_1,1974,2023,0.0
MISC_mo_natural_gas_steam_turbine_1,1986,2023,0.0
MISC_mo_natural_gas_steam_turbine_1,1988,2023,0.0
MISC_mo_natural_gas_steam_turbine_1,1999,2023,0.0
MISC_mo_natural_gas_steam_turbine_1,2017,2023,0.0
MISC_mo_natural_gas_steam_turbine_1,2023,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_1,1989,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_1,1990,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_1,1998,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_1,2002,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_1,2004,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_1,2022,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_2,1975,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_2,1986,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_2,1990,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_2,1992,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_2,1995,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_2,1997,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_2,1999,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_2,2013,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_2,2017,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_2,2019,2023,0.0
MISE_mi_natural_gas_fired_combined_cycle_2,2022,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_1,1989,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_1,1990,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_1,1995,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_1,1999,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_1,2000,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_1,2001,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_1,2002,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_1,2006,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_1,2013,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_1,2016,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_1,2018,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_1,2022,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_2,1992,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_2,1999,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_2,2000,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_2,2001,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_2,2002,2023,0.0
MISE_mi_natural_gas_fired_combustion_turbine_2,2016,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,1964,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,1966,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,1967,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,1971,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,1973,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,1974,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,1976,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,1978,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,1980,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,1984,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,1990,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,1993,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,1999,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,2002,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,2006,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,2015,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,2020,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,2021,2023,0.0
MISE_mi_natural_gas_internal_combustion_engine_1,2022,2023,0.0
MISE_mi_natural_gas_steam_turbine_1,1974,2023,0.0
MISE_mi_natural_gas_steam_turbine_1,1975,2023,0.0
MISE_mi_natural_gas_steam_turbine_1,1976,2023,0.0
MISE_mi_natural_gas_steam_turbine_1,1977,2023,0.0
MISE_mi_natural_gas_steam_turbine_1,1979,2023,0.0
MISE_mi_natural_gas_steam_turbine_1,1987,2023,0.0
MISE_mi_natural_gas_steam_turbine_1,1992,2023,0.0
MISE_mi_natural_gas_steam_turbine_1,1993,2023,0.0
MISE_mi_natural_gas_steam_turbine_1,1998,2023,0.0
MISE_mi_natural_gas_steam_turbine_1,2000,2023,0.0
MISE_mi_natural_gas_steam_turbine_1,2006,2023,0.0
MISE_mi_natural_gas_steam_turbine_1,2017,2023,0.0
MISS_ar_natural_gas_fired_combined_cycle_1,2002,2023,0.0
MISS_ar_natural_gas_fired_combined_cycle_1,2003,2023,0.0
MISS_ar_natural_gas_fired_combined_cycle_1,2005,2023,0.0
MISS_ar_natural_gas_fired_combined_cycle_1,2006,2023,0.0
MISS_ar_natural_gas_fired_combined_cycle_2,2001,2023,0.0
MISS_la_natural_gas_fired_combined_cycle_1,1966,2023,0.0
MISS_la_natural_gas_fired_combined_cycle_1,2000,2023,0.0
MISS_la_natural_gas_fired_combined_cycle_1,2002,2023,0.0
MISS_la_natural_gas_fired_combined_cycle_1,2003,2023,0.0
MISS_la_natural_gas_fired_combined_cycle_1,2014,2023,0.0
MISS_la_natural_gas_fired_combined_cycle_1,2019,2023,0.0
MISS_la_natural_gas_fired_combined_cycle_1,2020,2023,0.0
MISS_la_natural_gas_fired_combined_cycle_2,1966,2023,0.0
MISS_la_natural_gas_fired_combined_cycle_2,1969,2023,0.0
MISS_la_natural_gas_fired_combined_cycle_2,1978,2023,0.0
MISS_la_natural_gas_fired_combined_cycle_2,1979,2023,0.0
MISS_la_natural_gas_fired_combined_cycle_2,1996,2023,0.0
MISS_la_natural_gas_fired_combined_cycle_2,1997,2023,0.0
MISS_la_natural_gas_fired_combined_cycle_2,2002,2023,0.0
MISS_la_natural_gas_fired_combined_cycle_2,2004,2023,0.0
MISS_la_natural_gas_fired_combined_cycle_2,2016,2023,0.0
MISS_ms_natural_gas_fired_combined_cycle_1,1965,2023,0.0
MISS_ms_natural_gas_fired_combined_cycle_1,1968,2023,0.0
MISS_ms_natural_gas_fired_combined_cycle_1,1970,2023,0.0
MISS_ms_natural_gas_fired_combined_cycle_1,1971,2023,0.0
MISS_ms_natural_gas_fired_combined_cycle_1,1996,2023,0.0
MISS_ms_natural_gas_fired_combined_cycle_1,2012,2023,0.0
MISS_ms_natural_gas_fired_combined_cycle_2,2001,2023,0.0
MISS_ms_natural_gas_fired_combined_cycle_2,2023,2023,0.0
MISS_tx_natural_gas_fired_combined_cycle_1,2003,2023,0.0
MISS_tx_natural_gas_fired_combined_cycle_2,1978,2023,0.0
MISS_tx_natural_gas_fired_combined_cycle_2,1983,2023,0.0
MISS_tx_natural_gas_fired_combined_cycle_2,1987,2023,0.0
MISS_tx_natural_gas_fired_combined_cycle_2,2001,2023,0.0
MISS_tx_natural_gas_fired_combined_cycle_2,2011,2023,0.0
MISS_tx_natural_gas_fired_combined_cycle_2,2021,2023,0.0
MISS_ar_natural_gas_fired_combustion_turbine_1,1999,2023,0.0
MISS_ar_natural_gas_fired_combustion_turbine_1,2000,2023,0.0
MISS_ar_natural_gas_fired_combustion_turbine_1,2003,2023,0.0
MISS_ar_natural_gas_fired_combustion_turbine_1,2007,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_1,1974,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_1,1980,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_1,1985,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_1,1990,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_1,1996,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_1,1998,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_1,1999,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_1,2002,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_1,2004,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_1,2005,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_1,2006,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_1,2011,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_1,2016,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_1,2019,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_1,2020,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_2,1977,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_2,1978,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_2,1986,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_2,1987,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_2,1997,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_2,1999,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_2,2000,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_2,2001,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_2,2002,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_2,2011,2023,0.0
MISS_la_natural_gas_fired_combustion_turbine_2,2020,2023,0.0
MISS_ms_natural_gas_fired_combustion_turbine_1,1997,2023,0.0
MISS_ms_natural_gas_fired_combustion_turbine_1,2002,2023,0.0
MISS_ms_natural_gas_fired_combustion_turbine_1,2003,2023,0.0
MISS_ms_natural_gas_fired_combustion_turbine_1,2004,2023,0.0
MISS_ms_natural_gas_fired_combustion_turbine_1,2005,2023,0.0
MISS_ms_natural_gas_fired_combustion_turbine_1,2006,2023,0.0
MISS_ms_natural_gas_fired_combustion_turbine_2,1984,2023,0.0
MISS_ms_natural_gas_fired_combustion_turbine_2,1991,2023,0.0
MISS_ms_natural_gas_fired_combustion_turbine_2,1995,2023,0.0
MISS_ms_natural_gas_fired_combustion_turbine_2,2003,2023,0.0
MISS_ms_natural_gas_fired_combustion_turbine_2,2018,2023,0.0
MISS_ms_natural_gas_fired_combustion_turbine_2,2020,2023,0.0
MISS_tx_natural_gas_fired_combustion_turbine_1,1988,2023,0.0
MISS_tx_natural_gas_fired_combustion_turbine_1,1992,2023,0.0
MISS_tx_natural_gas_fired_combustion_turbine_1,1999,2023,0.0
MISS_tx_natural_gas_fired_combustion_turbine_1,2000,2023,0.0
MISS_tx_natural_gas_fired_combustion_turbine_1,2001,2023,0.0
MISS_tx_natural_gas_fired_combustion_turbine_1,2006,2023,0.0
MISS_tx_natural_gas_fired_combustion_turbine_1,2012,2023,0.0
MISS_tx_natural_gas_fired_combustion_turbine_2,1993,2023,0.0
MISS_tx_natural_gas_fired_combustion_turbine_2,2004,2023,0.0
MISS_tx_natural_gas_fired_combustion_turbine_2,2005,2023,0.0
MISS_la_natural_gas_internal_combustion_engine_1,2011,2023,0.0
MISS_la_natural_gas_internal_combustion_engine_1,2016,2023,0.0
MISS_ms_natural_gas_internal_combustion_engine_1,2020,2023,0.0
MISS_ms_natural_gas_internal_combustion_engine_1,2021,2023,0.0
MISS_tx_natural_gas_internal_combustion_engine_1,2019,2023,0.0
MISS_tx_natural_gas_internal_combustion_engine_1,2020,2023,0.0
MISS_tx_natural_gas_internal_combustion_engine_1,2021,2023,0.0
MISS_ar_natural_gas_steam_turbine_1,1975,2023,0.0
MISS_la_natural_gas_steam_turbine_1,1975,2023,0.0
MISS_la_natural_gas_steam_turbine_1,1976,2023,0.0
MISS_la_natural_gas_steam_turbine_1,1977,2023,0.0
MISS_la_natural_gas_steam_turbine_1,1979,2023,0.0
MISS_la_natural_gas_steam_turbine_1,1981,2023,0.0
MISS_la_natural_gas_steam_turbine_1,1982,2023,0.0
MISS_la_natural_gas_steam_turbine_1,1983,2023,0.0
MISS_la_natural_gas_steam_turbine_1,1985,2023,0.0
MISS_la_natural_gas_steam_turbine_1,1986,2023,0.0
MISS_la_natural_gas_steam_turbine_1,1990,2023,0.0
MISS_la_natural_gas_steam_turbine_2,1975,2023,0.0
MISS_la_natural_gas_steam_turbine_2,1977,2023,0.0
MISS_la_natural_gas_steam_turbine_2,2003,2023,0.0
MISS_la_natural_gas_steam_turbine_2,2005,2023,0.0
MISS_ms_natural_gas_steam_turbine_1,1985,2023,0.0
MISS_ms_natural_gas_steam_turbine_2,1975,2023,0.0
MISS_tx_natural_gas_steam_turbine_1,1978,2023,0.0
MISS_tx_natural_gas_steam_turbine_1,1987,2023,0.0
MISS_tx_natural_gas_steam_turbine_1,1993,2023,0.0
MISS_tx_natural_gas_steam_turbine_1,2006,2023,0.0
MISS_tx_natural_gas_steam_turbine_2,1974,2023,0.0
MISS_tx_natural_gas_steam_turbine_2,1976,2023,0.0
MISS_tx_natural_gas_steam_turbine_2,1979,2023,0.0
MISS_tx_natural_gas_steam_turbine_2,1984,2023,0.0
MISW_ia_natural_gas_fired_combined_cycle_1,2017,2023,0.0
MISW_ia_natural_gas_fired_combined_cycle_2,2003,2023,0.0
MISW_ia_natural_gas_fired_combined_cycle_2,2004,2023,0.0
MISW_mn_natural_gas_fired_combined_cycle_1,1971,2023,0.0
MISW_mn_natural_gas_fired_combined_cycle_1,1994,2023,0.0
MISW_mn_natural_gas_fired_combined_cycle_1,1997,2023,0.0
MISW_mn_natural_gas_fired_combined_cycle_1,2005,2023,0.0
MISW_mn_natural_gas_fired_combined_cycle_1,2007,2023,0.0
MISW_mn_natural_gas_fired_combined_cycle_1,2019,2023,0.0
MISW_mn_natural_gas_fired_combined_cycle_2,1987,2023,0.0
MISW_mn_natural_gas_fired_combined_cycle_2,2006,2023,0.0
MISW_mn_natural_gas_fired_combined_cycle_2,2008,2023,0.0
MISW_mn_natural_gas_fired_combined_cycle_2,2009,2023,0.0
MISW_mn_natural_gas_fired_combined_cycle_2,2019,2023,0.0
MISW_wi_natural_gas_fired_combined_cycle_1,1997,2023,0.0
MISW_wi_natural_gas_fired_combined_cycle_1,2002,2023,0.0
MISW_wi_natural_gas_fired_combined_cycle_1,2005,2023,0.0
MISW_wi_natural_gas_fired_combined_cycle_2,2004,2023,0.0
MISW_wi_natural_gas_fired_combined_cycle_2,2005,2023,0.0
MISW_wi_natural_gas_fired_combined_cycle_2,2006,2023,0.0
MISW_wi_natural_gas_fired_combined_cycle_2,2008,2023,0.0
MISW_wi_natural_gas_fired_combined_cycle_2,2020,2023,0.0
MISW_ia_natural_gas_fired_combustion_turbine_1,1974,2023,0.0
MISW_ia_natural_gas_fired_combustion_turbine_1,1975,2023,0.0
MISW_ia_natural_gas_fired_combustion_turbine_1,1978,2023,0.0
MISW_ia_natural_gas_fired_combustion_turbine_1,1990,2023,0.0
MISW_ia_natural_gas_fired_combustion_turbine_1,1994,2023,0.0
MISW_ia_natural_gas_fired_combustion_turbine_2,1976,2023,0.0
MISW_ia_natural_gas_fired_combustion_turbine_3,1975,2023,0.0
MISW_ia_natural_gas_fired_combustion_turbine_3,1999,2023,0.0
MISW_ia_natural_gas_fired_combustion_turbine_3,2000,2023,0.0
MISW_ia_natural_gas_fired_combustion_turbine_3,2004,2023,0.0
MISW_ia_natural_gas_fired_combustion_turbine_3,2006,2023,0.0
MISW_ia_natural_gas_fired_combustion_turbine_3,2016,2023,0.0
MISW_mn_natural_gas_fired_combustion_turbine_1,2001,2023,0.0
MISW_mn_natural_gas_fired_combustion_turbine_1,2002,2023,0.0
MISW_mn_natural_gas_fired_combustion_turbine_1,2005,2023,0.0
MISW_mn_natural_gas_fired_combustion_turbine_1,2007,2023,0.0
MISW_mn_natural_gas_fired_combustion_turbine_1,2008,2023,0.0
MISW_mn_natural_gas_fired_combustion_turbine_1,2009,2023,0.0
MISW_mn_natural_gas_fired_combustion_turbine_2,1975,2023,0.0
MISW_mn_natural_gas_fired_combustion_turbine_2,1996,2023,0.0
MISW_mn_natural_gas_fired_combustion_turbine_2,2001,2023,0.0
MISW_mn_natural_gas_fired_combustion_turbine_2,2002,2023,0.0
MISW_mn_natural_gas_fired_combustion_turbine_2,2003,2023,0.0
MISW_mn_natural_gas_fired_combustion_turbine_2,2008,2023,0.0
MISW_mn_natural_gas_fired_combustion_turbine_2,2017,2023,0.0
MISW_mn_natural_gas_fired_combustion_turbine_3,1976,2023,0.0
MISW_mn_natural_gas_fired_combustion_turbine_3,1982,2023,0.0
MISW_mt_natural_gas_fired_combustion_turbine_1,2003,2023,0.0
MISW_mt_natural_gas_fired_combustion_turbine_2,1979,2023,0.0
MISW_nd_natural_gas_fired_combustion_turbine_1,2014,2023,0.0
MISW_nd_natural_gas_fired_combustion_turbine_2,2023,2023,0.0
MISW_sd_natural_gas_fired_combustion_turbine_1,1975,2023,0.0
MISW_sd_natural_gas_fired_combustion_turbine_1,2005,2023,0.0
MISW_wi_natural_gas_fired_combustion_turbine_1,1975,2023,0.0
MISW_wi_natural_gas_fired_combustion_turbine_1,1993,2023,0.0
MISW_wi_natural_gas_fired_combustion_turbine_1,1994,2023,0.0
MISW_wi_natural_gas_fired_combustion_turbine_1,1995,2023,0.0
MISW_wi_natural_gas_fired_combustion_turbine_1,1996,2023,0.0
MISW_wi_natural_gas_fired_combustion_turbine_1,1999,2023,0.0
MISW_wi_natural_gas_fired_combustion_turbine_1,2000,2023,0.0
MISW_wi_natural_gas_fired_combustion_turbine_1,2001,2023,0.0
MISW_wi_natural_gas_fired_combustion_turbine_1,2003,2023,0.0
MISW_wi_natural_gas_fired_combustion_turbine_1,2005,2023,0.0
MISW_wi_natural_gas_fired_combustion_turbine_2,2000,2023,0.0
MISW_wi_natural_gas_fired_combustion_turbine_2,2001,2023,0.0
MISW_wi_natural_gas_fired_combustion_turbine_2,2004,2023,0.0
MISW_wi_natural_gas_fired_combustion_turbine_2,2005,2023,0.0
MISW_wi_natural_gas_fired_combustion_turbine_2,2011,2023,0.0
MISW_wi_natural_gas_fired_combustion_turbine_2,2013,2023,0.0
MISW_ia_natural_gas_internal_combustion_engine_1,1964,2023,0.0
MISW_ia_natural_gas_internal_combustion_engine_1,1967,2023,0.0
MISW_ia_natural_gas_internal_combustion_engine_1,1969,2023,0.0
MISW_ia_natural_gas_internal_combustion_engine_1,1973,2023,0.0
MISW_ia_natural_gas_internal_combustion_engine_1,1974,2023,0.0
MISW_ia_natural_gas_internal_combustion_engine_1,1975,2023,0.0
MISW_ia_natural_gas_internal_combustion_engine_1,1980,2023,0.0
MISW_ia_natural_gas_internal_combustion_engine_1,1982,2023,0.0
MISW_ia_natural_gas_internal_combustion_engine_1,1998,2023,0.0
MISW_ia_natural_gas_internal_combustion_engine_1,2004,2023,0.0
MISW_ia_natural_gas_internal_combustion_engine_1,2010,2023,0.0
MISW_ia_natural_gas_internal_combustion_engine_1,2014,2023,0.0
MISW_ia_natural_gas_internal_combustion_engine_1,2021,2023,0.0
MISW_il_natural_gas_internal_combustion_engine_1,1966,2023,0.0
MISW_il_natural_gas_internal_combustion_engine_1,1967,2023,0.0
MISW_il_natural_gas_internal_combustion_engine_1,1974,2023,0.0
MISW_il_natural_gas_internal_combustion_engine_1,1990,2023,0.0
MISW_il_natural_gas_internal_combustion_engine_1,2003,2023,0.0
MISW_mi_natural_gas_internal_combustion_engine_1,2017,2023,0.0
MISW_mi_natural_gas_internal_combustion_engine_1,2019,2023,0.0
MISW_mn_natural_gas_internal_combustion_engine_1,1966,2023,0.0
MISW_mn_natural_gas_internal_combustion_engine_1,1968,2023,0.0
MISW_mn_natural_gas_internal_combustion_engine_1,1972,2023,0.0
MISW_mn_natural_gas_internal_combustion_engine_1,1973,2023,0.0
MISW_mn_natural_gas_internal_combustion_engine_1,1974,2023,0.0
MISW_mn_natural_gas_internal_combustion_engine_1,1975,2023,0.0
MISW_mn_natural_gas_internal_combustion_engine_1,1982,2023,0.0
